event_id,time,latitude,longitude,depth_km,magnitude,magnitude_type,region
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnwf&format=quakeml,2023-02-06 12:32:48.345000+00:00,37.9345,38.0571,16.472,4.0,mb,"18 km WSW of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlrj&format=quakeml,2023-02-06 12:34:43.513000+00:00,38.0972,38.2339,14.471,4.9,mb,"7 km N of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlrk&format=quakeml,2023-02-06 12:36:33.066000+00:00,37.9664,37.7885,10.0,4.6,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlrp&format=quakeml,2023-02-06 12:48:01.449000+00:00,38.0382,36.8659,13.923,4.3,mb,"23 km S of Af?in, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlrq&format=quakeml,2023-02-06 12:54:39.920000+00:00,38.0519,36.864,18.833,4.6,mb,"22 km SSW of Af?in, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlrt&format=quakeml,2023-02-06 13:00:18.127000+00:00,38.1156,36.6841,10.0,4.5,mb,"19 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntk&format=quakeml,2023-02-06 13:03:17.843000+00:00,37.9978,37.4732,9.48,4.6,mb,"4 km NE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnu4&format=quakeml,2023-02-06 13:06:39.750000+00:00,37.991,37.2762,19.665,4.5,mb,"10 km SE of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlrv&format=quakeml,2023-02-06 13:07:45.076000+00:00,38.0384,37.371,16.904,5.0,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntm&format=quakeml,2023-02-06 13:09:21.093000+00:00,36.2541,36.2923,10.0,4.6,mb,"4 km E of Kastal, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlry&format=quakeml,2023-02-06 13:11:56.990000+00:00,38.0104,36.6564,10.0,4.7,mb,"14 km E of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnvk&format=quakeml,2023-02-06 13:12:27.843000+00:00,37.9077,36.5237,10.0,4.8,mb,"12 km S of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntl&format=quakeml,2023-02-06 13:14:01.462000+00:00,37.8011,37.9066,14.619,4.5,mb,"1 km NW of Tut, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jls0&format=quakeml,2023-02-06 13:17:42.209000+00:00,37.9951,36.3843,10.0,4.9,mb,"10 km WSW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntp&format=quakeml,2023-02-06 13:22:01.325000+00:00,38.0367,37.3789,10.761,4.4,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntn&format=quakeml,2023-02-06 13:31:39.632000+00:00,36.3959,36.3691,10.0,4.5,mb,"6 km NW of Uzunkavak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnwm&format=quakeml,2023-02-06 13:32:17.073000+00:00,38.2669,38.3801,10.0,4.3,mb,"10 km SSE of Malatya, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnu9&format=quakeml,2023-02-06 13:33:15.653000+00:00,37.9231,37.5399,15.685,4.2,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntr&format=quakeml,2023-02-06 13:36:08.640000+00:00,36.3454,36.4775,10.0,4.2,mb,"5 km E of Uzunkavak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jls3&format=quakeml,2023-02-06 13:39:24.254000+00:00,38.0166,37.7013,10.0,5.3,mb,"16 km WSW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jls6&format=quakeml,2023-02-06 13:44:51.298000+00:00,37.9405,37.4916,16.865,5.0,mb,"5 km ESE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnts&format=quakeml,2023-02-06 13:58:50.413000+00:00,38.0588,36.4642,10.0,4.3,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntu&format=quakeml,2023-02-06 14:03:08.489000+00:00,38.2079,37.8768,10.0,4.3,mb,"13 km N of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jls9&format=quakeml,2023-02-06 14:04:49.444000+00:00,37.9944,36.4533,10.0,4.4,mb,"4 km SW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsb&format=quakeml,2023-02-06 14:10:09.968000+00:00,37.7257,37.385,10.0,4.5,mb,"8 km ESE of Ça?layancerit, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsd&format=quakeml,2023-02-06 14:17:18.854000+00:00,37.8732,37.3571,21.255,4.4,mb,"12 km SW of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlse&format=quakeml,2023-02-06 14:27:43.394000+00:00,36.8097,36.5387,10.0,4.5,mb,"2 km ENE of Hassa, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsf&format=quakeml,2023-02-06 14:29:57.853000+00:00,37.9977,36.4927,10.0,4.7,mb,"2 km S of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jntw&format=quakeml,2023-02-06 14:33:07.461000+00:00,38.0365,37.8572,10.0,4.5,mb,"5 km SSW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsj&format=quakeml,2023-02-06 14:41:57.177000+00:00,38.1782,37.7439,10.0,4.5,mb,"15 km NW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsl&format=quakeml,2023-02-06 14:51:15.299000+00:00,38.0706,38.404,10.0,4.4,mb,"15 km ENE of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsn&format=quakeml,2023-02-06 14:57:46.819000+00:00,38.0378,37.8354,10.0,4.3,mwr,"6 km SSW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsq&format=quakeml,2023-02-06 15:14:34.402000+00:00,37.8791,37.7355,10.0,4.9,mwr,"13 km NE of Gölba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsu&format=quakeml,2023-02-06 15:33:32.721000+00:00,38.19,38.1756,7.43,5.4,mwr,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnu2&format=quakeml,2023-02-06 15:52:44.320000+00:00,37.868,37.8519,15.594,4.3,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnwa&format=quakeml,2023-02-06 15:59:27.990000+00:00,38.0709,37.5505,10.0,4.2,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlsy&format=quakeml,2023-02-06 16:06:42.958000+00:00,37.9972,36.9911,10.0,4.3,mb,"18 km WSW of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlt0&format=quakeml,2023-02-06 16:10:43.265000+00:00,36.1064,35.7822,10.0,4.5,mb,"23 km W of Uzunba?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnua&format=quakeml,2023-02-06 16:21:46.033000+00:00,38.0912,36.433,10.0,4.1,mb,"9 km NW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnwi&format=quakeml,2023-02-06 16:22:44.967000+00:00,38.0189,36.5048,3.826,4.1,mb,"0 km ESE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnuu&format=quakeml,2023-02-06 16:25:01.255000+00:00,38.0666,36.4607,10.0,4.2,mb,"5 km NNW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlt5&format=quakeml,2023-02-06 16:26:15.464000+00:00,37.9826,36.8994,10.0,4.6,mb,"26 km WSW of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlt1&format=quakeml,2023-02-06 16:26:39.507000+00:00,38.0385,36.5982,10.0,4.8,mb,"9 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnwy&format=quakeml,2023-02-06 16:27:19.276000+00:00,38.0468,36.4364,10.0,4.7,mwr,"6 km WNW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnu7&format=quakeml,2023-02-06 16:28:08.698000+00:00,37.4633,36.981,5.178,4.7,mb,"14 km SSE of Kahramanmara?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlt7&format=quakeml,2023-02-06 16:32:11.661000+00:00,36.6625,36.4828,10.0,4.9,mb,"14 km SSW of A?a?? Karafak?l?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlta&format=quakeml,2023-02-06 16:43:28.541000+00:00,38.0007,36.5078,10.0,5.0,mwr,"2 km SSE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlth&format=quakeml,2023-02-06 16:55:35.783000+00:00,38.0112,37.4148,9.152,4.5,mb,"5 km NNW of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlu3&format=quakeml,2023-02-06 17:11:47.921000+00:00,37.961,37.3379,10.0,4.3,mwr,"9 km W of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlww&format=quakeml,2023-02-06 17:22:02.040000+00:00,38.1262,36.5145,10.0,4.1,mb,"11 km N of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jlwh&format=quakeml,2023-02-06 17:26:24.481000+00:00,38.097,36.696,10.0,4.5,mwr,"19 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jly1&format=quakeml,2023-02-06 17:31:34.269000+00:00,37.0895,36.7386,10.0,4.5,mwr,"8 km S of Nurda??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm13&format=quakeml,2023-02-06 17:46:49.824000+00:00,38.0881,37.8449,10.0,4.5,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm1n&format=quakeml,2023-02-06 18:02:44.660000+00:00,38.1022,36.5286,10.0,4.4,mb,"9 km NNE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm1p&format=quakeml,2023-02-06 18:03:53.807000+00:00,37.9781,36.4456,10.0,5.2,mww,"6 km SW of G?ksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnul&format=quakeml,2023-02-06 18:48:48.760000+00:00,38.1659,38.1633,10.0,3.9,mwr,"16 km SSW of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnw9&format=quakeml,2023-02-06 18:49:54.341000+00:00,36.9291,36.7256,10.0,4.1,mb,"17 km WNW of Musabeyli, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnuk&format=quakeml,2023-02-06 18:51:18.887000+00:00,36.9819,36.8786,10.0,4.3,mb,"11 km NNW of Musabeyli, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnux&format=quakeml,2023-02-06 18:55:52.597000+00:00,37.9398,38.1889,10.0,4.2,mb,"10 km SSW of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnuy&format=quakeml,2023-02-06 19:12:31.181000+00:00,38.0322,37.3231,10.0,4.1,mb,"12 km ESE of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm1w&format=quakeml,2023-02-06 19:15:47.865000+00:00,37.989,36.3922,10.0,4.2,mwr,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnuz&format=quakeml,2023-02-06 19:25:01.538000+00:00,37.8505,36.6645,10.0,4.5,mb,"23 km SE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm1z&format=quakeml,2023-02-06 19:30:59.475000+00:00,38.0086,37.2784,10.0,4.4,mb,"9 km SE of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm21&format=quakeml,2023-02-06 19:35:50.641000+00:00,37.4801,37.1528,10.0,4.2,mwr,"13 km W of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm2a&format=quakeml,2023-02-06 19:40:16.799000+00:00,38.0516,38.1927,9.27,4.4,mwr,"4 km NW of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm28&format=quakeml,2023-02-06 19:49:40.242000+00:00,38.0947,36.6422,10.0,4.2,mwr,"15 km ENE of G?ksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm29&format=quakeml,2023-02-06 20:05:35.045000+00:00,38.0339,36.3096,10.0,4.8,mwr,"Adana, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnuq&format=quakeml,2023-02-06 20:11:49.233000+00:00,37.8934,37.6383,14.754,4.3,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm2k&format=quakeml,2023-02-06 20:14:11.184000+00:00,37.9649,36.479,6.59,4.3,mb,"6 km SSW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnur&format=quakeml,2023-02-06 20:23:12.615000+00:00,38.0887,38.6825,10.0,4.1,mwr,"8 km NE of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm2r&format=quakeml,2023-02-06 20:37:51.879000+00:00,37.2507,37.0859,10.0,5.3,mww,"32 km SW of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnut&format=quakeml,2023-02-06 20:40:06.434000+00:00,38.2636,37.9916,10.0,4.9,mb,"8 km SSE of Ak?ada?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm2t&format=quakeml,2023-02-06 20:44:00.230000+00:00,38.0063,36.5773,10.0,4.8,mwr,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnw4&format=quakeml,2023-02-06 20:45:42.200000+00:00,36.1512,36.1819,10.0,4.3,mb,"2 km SE of Dursunlu, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm2v&format=quakeml,2023-02-06 20:53:24.379000+00:00,38.2106,38.2511,10.0,4.8,mwr,"9 km S of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnvx&format=quakeml,2023-02-06 20:54:01.125000+00:00,37.9263,36.4655,10.0,4.4,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm2x&format=quakeml,2023-02-06 21:02:06.978000+00:00,36.7444,36.4904,19.625,4.5,mb,"6 km SSW of Hassa, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm30&format=quakeml,2023-02-06 21:15:18.245000+00:00,38.072,37.034,10.235,4.9,mwr,"13 km W of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm3c&format=quakeml,2023-02-06 21:57:43.529000+00:00,38.032,36.5882,9.855,4.7,mwr,"8 km E of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnuw&format=quakeml,2023-02-06 22:09:51.889000+00:00,38.0814,36.8993,10.236,4.1,mb,"18 km S of Af?in, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm3f&format=quakeml,2023-02-06 22:11:36.032000+00:00,38.1918,38.1778,8.296,4.4,mwr,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm3l&format=quakeml,2023-02-06 22:26:17.724000+00:00,37.9513,37.4756,5.481,4.2,mwr,"3 km ESE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm3n&format=quakeml,2023-02-06 22:29:39.343000+00:00,38.0473,36.4145,6.86,4.1,mwr,"7 km WNW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnv1&format=quakeml,2023-02-06 22:44:54.848000+00:00,38.0613,36.5637,13.174,4.2,mb,"7 km NE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnv2&format=quakeml,2023-02-06 22:55:27.276000+00:00,37.9341,36.6247,11.221,4.0,mb,"14 km SE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnv4&format=quakeml,2023-02-06 23:13:30.166000+00:00,37.9846,37.404,10.0,4.2,mwr,"3 km NW of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3d&format=quakeml,2023-02-07 00:20:16.237000+00:00,37.8431,36.6148,10.0,4.2,mb,"22 km SSE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3f&format=quakeml,2023-02-07 01:18:07.375000+00:00,38.0195,36.4624,10.0,4.3,mb,"3 km W of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm4r&format=quakeml,2023-02-07 01:29:18.918000+00:00,38.0903,36.7693,10.0,4.2,mb,"21 km SW of Af?in, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3g&format=quakeml,2023-02-07 01:32:00.826000+00:00,38.0152,36.5543,10.0,4.4,mb,"5 km E of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm4x&format=quakeml,2023-02-07 01:34:29.191000+00:00,37.4326,37.0521,10.0,4.4,mb,"20 km SSE of Kahramanmara?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp53&format=quakeml,2023-02-07 02:28:20.753000+00:00,38.0265,37.5093,10.0,4.1,mb,"9 km NE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm53&format=quakeml,2023-02-07 02:39:03.939000+00:00,38.6041,37.5154,15.268,4.2,mb,"6 km N of Darende, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm54&format=quakeml,2023-02-07 02:43:27.973000+00:00,38.1044,36.9078,10.0,4.4,mb,"15 km S of Af?in, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm55&format=quakeml,2023-02-07 02:47:37.074000+00:00,35.9675,35.9849,10.0,4.7,mwr,"10 km NW of Yaylada??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm57&format=quakeml,2023-02-07 02:53:29.007000+00:00,38.0387,36.5733,10.0,4.4,mb,"6 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm5a&format=quakeml,2023-02-07 03:02:54.008000+00:00,37.3373,37.1197,10.0,4.3,mb,"23 km SW of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm5c&format=quakeml,2023-02-07 03:08:57.248000+00:00,37.917,37.6406,10.0,4.8,mwr,"14 km N of Gölba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm5e&format=quakeml,2023-02-07 03:13:12.754000+00:00,37.7639,37.7309,10.0,5.5,mww,"8 km ESE of Gölba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3y&format=quakeml,2023-02-07 03:16:16.365000+00:00,37.6089,37.3755,10.0,4.6,mb,"15 km NNE of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3x&format=quakeml,2023-02-07 03:30:01.492000+00:00,37.748,37.6323,10.0,4.3,mb,"3 km S of Gölba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm5j&format=quakeml,2023-02-07 03:37:00.334000+00:00,36.2678,36.2151,10.0,4.3,mb,"2 km SSE of Büyük Dalyan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3k&format=quakeml,2023-02-07 03:58:56.236000+00:00,37.507,37.227,10.0,4.2,mwr,"6 km WNW of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3l&format=quakeml,2023-02-07 04:07:57.801000+00:00,37.7181,37.4217,10.0,4.1,mb,Kahramanmaras Earthquake Sequence
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm5s&format=quakeml,2023-02-07 04:16:42.272000+00:00,37.9036,37.4321,10.0,3.9,mb,"6 km S of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm5v&format=quakeml,2023-02-07 04:42:03.194000+00:00,36.8131,36.6306,10.0,4.4,mb,"7 km ENE of A?a?? Karafak?l?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm63&format=quakeml,2023-02-07 05:26:30.941000+00:00,36.1531,36.3488,13.661,4.4,mwr,Turkey-Syria border region
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3w&format=quakeml,2023-02-07 06:15:23.256000+00:00,38.0668,38.1413,17.718,4.1,mb,"9 km WNW of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3v&format=quakeml,2023-02-07 06:26:11.987000+00:00,37.3357,36.8762,7.505,4.2,mb,"22 km NE of Nurda??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm69&format=quakeml,2023-02-07 06:40:53.780000+00:00,38.0342,36.455,6.359,4.5,mwr,"3 km WNW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm6b&format=quakeml,2023-02-07 06:48:51.697000+00:00,38.3144,37.5808,5.787,4.5,mwr,"26 km SSE of Darende, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm6p&format=quakeml,2023-02-07 07:11:15.008000+00:00,38.0971,38.6398,9.063,5.4,mww,"7 km NNE of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm6v&format=quakeml,2023-02-07 07:26:36.313000+00:00,38.0311,37.5813,16.18,4.4,mb,"14 km ENE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp49&format=quakeml,2023-02-07 07:45:06.565000+00:00,36.8855,36.6006,10.0,4.2,mb,"12 km NE of Hassa, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm6x&format=quakeml,2023-02-07 07:54:23.648000+00:00,36.5768,36.4539,10.0,4.3,mb,"12 km NE of K?r?khan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp3z&format=quakeml,2023-02-07 08:18:11.763000+00:00,38.1372,38.537,15.974,4.3,mb,"13 km NNW of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm71&format=quakeml,2023-02-07 08:25:46.610000+00:00,37.8817,37.528,10.0,4.2,mwr,"11 km SE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp42&format=quakeml,2023-02-07 09:53:31.468000+00:00,38.1471,36.3693,20.355,4.2,mb,"17 km NW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp54&format=quakeml,2023-02-07 10:07:18.238000+00:00,37.5226,37.1468,10.944,4.2,mb,"14 km WNW of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm7f&format=quakeml,2023-02-07 10:18:14.589000+00:00,38.0164,38.57,12.988,5.3,mww,"4 km WSW of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm7h&format=quakeml,2023-02-07 10:27:32.024000+00:00,38.3061,38.1915,16.052,4.6,mb,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp45&format=quakeml,2023-02-07 10:37:17.535000+00:00,36.0958,35.9441,10.0,4.6,mb,"9 km WSW of Uzunba?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm7k&format=quakeml,2023-02-07 10:56:29.905000+00:00,37.8696,36.6642,8.656,4.5,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp48&format=quakeml,2023-02-07 10:57:45.760000+00:00,37.8906,36.6707,10.0,4.1,mwr,"21 km SE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp4b&format=quakeml,2023-02-07 11:01:11.695000+00:00,37.9808,37.6619,3.759,4.4,mb,"19 km E of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm7q&format=quakeml,2023-02-07 12:07:03.774000+00:00,38.2171,38.263,15.409,4.5,mb,"8 km S of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm84&format=quakeml,2023-02-07 13:36:41.353000+00:00,36.0984,35.8449,10.0,4.5,mb,"17 km WSW of Uzunba?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp4j&format=quakeml,2023-02-07 14:23:17.029000+00:00,38.0426,36.5803,10.0,4.4,mb,"7 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm95&format=quakeml,2023-02-07 15:31:28.295000+00:00,37.3758,37.1447,10.0,4.7,mwr,"18 km SW of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jm96&format=quakeml,2023-02-07 15:48:54.123000+00:00,37.9939,36.4771,11.132,5.0,mww,"3 km SSW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp56&format=quakeml,2023-02-07 16:53:27.462000+00:00,36.0086,35.9967,10.0,4.2,mb,Central Turkey
