event_id,time,latitude,longitude,depth_km,magnitude,magnitude_type,region
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp57&format=quakeml,2023-02-07 16:54:31.685000+00:00,37.9421,37.323,17.033,4.1,mb,"10 km WSW of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmar&format=quakeml,2023-02-07 17:38:00.327000+00:00,37.8896,37.6276,16.287,4.2,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp4m&format=quakeml,2023-02-07 17:53:50.882000+00:00,38.0002,36.4438,8.524,4.2,mb,"5 km WSW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmat&format=quakeml,2023-02-07 18:09:59.860000+00:00,37.9358,36.6013,17.857,5.3,mww,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp5e&format=quakeml,2023-02-07 18:14:08.571000+00:00,37.8659,38.2929,26.793,4.4,mb,"11 km N of Ad?yaman, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmbj&format=quakeml,2023-02-07 19:13:49.620000+00:00,38.0472,36.9204,13.0,4.4,mwr,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmc7&format=quakeml,2023-02-07 21:21:25.723000+00:00,37.904,37.4957,3.541,4.7,mww,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp4u&format=quakeml,2023-02-07 21:58:54.224000+00:00,37.4201,36.9564,12.635,4.1,mb,"18 km S of Kahramanmara?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp4v&format=quakeml,2023-02-07 22:07:54.879000+00:00,38.0663,36.5541,12.635,4.2,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp4y&format=quakeml,2023-02-07 22:45:27.921000+00:00,38.0992,36.5507,6.069,4.2,mb,"9 km NNE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmdw&format=quakeml,2023-02-07 23:13:02.009000+00:00,36.0927,35.8637,10.0,4.5,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jme5&format=quakeml,2023-02-08 00:11:55.118000+00:00,38.0835,37.1939,14.197,4.1,mb,"2 km NNE of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmem&format=quakeml,2023-02-08 02:25:12.724000+00:00,37.8759,38.1193,10.0,4.3,mb,"18 km NW of Ad?yaman, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpcg&format=quakeml,2023-02-08 02:55:57.054000+00:00,37.1601,36.6433,10.0,4.1,mb,"7 km SE of Bahçe, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmer&format=quakeml,2023-02-08 03:01:02.184000+00:00,37.1511,36.671,10.0,4.3,mb,"6 km WSW of Nurda??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmfk&format=quakeml,2023-02-08 05:52:37.157000+00:00,38.0593,36.7087,10.0,4.2,mwr,"19 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmfp&format=quakeml,2023-02-08 06:08:34.681000+00:00,37.9558,38.313,10.0,4.4,mb,"10 km SE of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmfn&format=quakeml,2023-02-08 06:09:00.273000+00:00,36.2022,36.1959,10.0,4.5,mb,"3 km E of Antakya, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpcf&format=quakeml,2023-02-08 07:20:41.894000+00:00,36.7009,36.3794,10.0,4.4,mb,"16 km ENE of Denizciler, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpce&format=quakeml,2023-02-08 07:23:45.800000+00:00,36.3259,36.2434,10.0,4.1,mb,"4 km SE of Serinyol, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmg1&format=quakeml,2023-02-08 07:48:31.978000+00:00,38.0061,36.4959,10.0,5.0,mww,"1 km S of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmg5&format=quakeml,2023-02-08 08:45:36.239000+00:00,37.8795,37.7666,12.886,4.1,mwr,"15 km NE of Gölba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpch&format=quakeml,2023-02-08 09:13:07.114000+00:00,36.6565,36.5077,10.0,4.3,mb,"14 km SSW of A?a?? Karafak?l?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpcs&format=quakeml,2023-02-08 09:52:11.967000+00:00,38.0337,36.5009,10.0,4.4,mb,"1 km NNE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmg9&format=quakeml,2023-02-08 10:26:23.750000+00:00,37.1554,37.0022,6.602,4.4,mwr,"23 km E of Nurda??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmge&format=quakeml,2023-02-08 11:00:19.726000+00:00,38.0268,37.7704,10.0,4.1,mwr,"11 km SW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmgf&format=quakeml,2023-02-08 11:11:52.969000+00:00,37.9389,37.6611,9.559,5.4,mww,"17 km N of Gölba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmgg&format=quakeml,2023-02-08 11:24:00.758000+00:00,37.9367,37.6179,3.53,4.5,mwr,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpdb&format=quakeml,2023-02-08 11:37:21.861000+00:00,38.0802,36.8835,10.0,4.0,mb,"18 km S of Af?in, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmgm&format=quakeml,2023-02-08 12:11:56.031000+00:00,38.8457,37.2766,10.0,4.1,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmgv&format=quakeml,2023-02-08 13:22:46.806000+00:00,37.9312,38.2283,17.226,4.1,mb,"10 km S of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmh3&format=quakeml,2023-02-08 14:20:24.960000+00:00,37.9963,37.4325,5.398,5.1,mww,"3 km N of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmhg&format=quakeml,2023-02-08 14:42:21.367000+00:00,38.0953,36.6525,11.674,4.4,mb,"15 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmhi&format=quakeml,2023-02-08 14:55:51.504000+00:00,38.0396,38.5055,16.116,4.3,mb,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmhk&format=quakeml,2023-02-08 15:04:43.256000+00:00,38.0391,36.953,10.0,4.3,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmj3&format=quakeml,2023-02-08 15:49:58.075000+00:00,37.8218,36.5994,1.576,4.3,mwr,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmja&format=quakeml,2023-02-08 16:55:40.516000+00:00,38.0244,37.1589,10.0,4.4,mb,"4 km SSW of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpcx&format=quakeml,2023-02-08 18:35:12.129000+00:00,37.5096,37.116,10.0,4.4,mb,"16 km W of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmk0&format=quakeml,2023-02-08 19:05:19.712000+00:00,38.0531,36.5409,10.0,4.5,mb,"5 km NE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmk7&format=quakeml,2023-02-08 19:48:11.735000+00:00,36.3313,36.0996,10.0,4.2,mb,Turkey-Syria border region
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmkh&format=quakeml,2023-02-08 20:12:06.104000+00:00,38.1972,38.1247,10.0,4.5,mb,"15 km SW of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmll&format=quakeml,2023-02-08 22:36:49.468000+00:00,38.2135,38.1703,10.0,4.0,mb,"11 km SW of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmma&format=quakeml,2023-02-09 01:44:19.249000+00:00,37.8831,37.7147,8.154,4.5,mb,"13 km NNE of Gölba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmmw&format=quakeml,2023-02-09 03:24:55.884000+00:00,36.8136,36.4252,10.0,4.3,mb,"8 km W of Hassa, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmmz&format=quakeml,2023-02-09 03:52:19.602000+00:00,37.9889,38.5654,13.975,4.3,mb,"6 km SW of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpjv&format=quakeml,2023-02-09 04:18:20.615000+00:00,37.9616,36.3641,10.0,4.3,mb,"13 km WSW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmn4&format=quakeml,2023-02-09 04:34:45.242000+00:00,38.0951,38.4712,15.955,4.3,mb,"14 km WNW of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpjz&format=quakeml,2023-02-09 05:24:26.530000+00:00,38.0679,36.6086,8.594,4.4,mb,"11 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmnc&format=quakeml,2023-02-09 05:37:34.149000+00:00,38.1849,38.1997,15.513,4.3,mb,"12 km SSW of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpk4&format=quakeml,2023-02-09 06:49:51.214000+00:00,37.8752,37.6589,14.944,4.1,mb,"10 km N of G?lba??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmnp&format=quakeml,2023-02-09 07:18:17.198000+00:00,36.9611,36.6603,8.379,4.6,mwr,Turkey-Syria border region
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmnx&format=quakeml,2023-02-09 07:42:08.070000+00:00,37.995,36.5954,6.994,4.3,mb,"9 km ESE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpk6&format=quakeml,2023-02-09 07:57:06.462000+00:00,38.0799,36.5452,8.987,4.2,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmpe&format=quakeml,2023-02-09 09:46:55.926000+00:00,38.0605,38.6406,12.373,4.3,mb,"3 km NE of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmpu&format=quakeml,2023-02-09 10:42:24.454000+00:00,37.2659,36.9198,11.669,4.3,mb,"19 km ENE of Nurda??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmq7&format=quakeml,2023-02-09 11:48:32.158000+00:00,37.9921,37.7044,10.0,4.3,mb,"17 km SW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpkf&format=quakeml,2023-02-09 12:22:05.037000+00:00,37.9544,37.7834,10.0,4.1,mb,"16 km SSW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpkn&format=quakeml,2023-02-09 17:51:52.392000+00:00,38.0746,36.5194,10.0,4.0,mb,"6 km NNE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpkt&format=quakeml,2023-02-09 18:49:36.565000+00:00,36.1764,35.7977,10.0,4.2,mb,"21 km W of Uzunba?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpku&format=quakeml,2023-02-09 19:37:46.503000+00:00,38.0264,36.6096,10.0,4.1,mb,"9 km E of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmvn&format=quakeml,2023-02-09 21:46:29.508000+00:00,37.1694,36.8496,10.0,4.2,mb,"10 km E of Nurda??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmvs&format=quakeml,2023-02-09 22:06:39.447000+00:00,37.1058,36.6317,5.459,4.2,mb,"8 km ESE of Hasanbeyli, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmzj&format=quakeml,2023-02-10 01:50:59.593000+00:00,37.8685,36.631,5.225,4.3,mwr,"20 km SE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jmzl&format=quakeml,2023-02-10 02:03:42.954000+00:00,38.1343,38.2167,10.0,4.4,mb,"12 km N of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn0h&format=quakeml,2023-02-10 04:50:24.791000+00:00,38.1736,38.1714,10.0,4.7,mwr,"15 km SSW of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpmm&format=quakeml,2023-02-10 04:53:51.269000+00:00,38.0858,38.451,10.0,4.2,mb,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn1b&format=quakeml,2023-02-10 09:02:49.022000+00:00,38.0757,38.1756,7.345,4.3,mb,"7 km NW of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn2a&format=quakeml,2023-02-10 10:01:20.828000+00:00,38.1976,38.1375,10.0,4.4,mb,"14 km SW of Ye?ilyurt, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn4r&format=quakeml,2023-02-10 17:00:51.366000+00:00,37.8868,36.2951,2.087,4.7,mwr,"21 km ESE of Saimbeyli, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn4x&format=quakeml,2023-02-10 17:31:24.653000+00:00,38.1788,38.5981,4.258,4.1,mwr,"15 km N of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn5q&format=quakeml,2023-02-10 20:12:47.019000+00:00,38.0517,38.5848,10.0,4.2,mb,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn77&format=quakeml,2023-02-11 00:24:43.131000+00:00,36.5556,36.5606,10.0,4.1,mb,"19 km ENE of K?r?khan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn88&format=quakeml,2023-02-11 03:38:24.893000+00:00,37.9489,38.4382,10.26,4.2,mb,"18 km WSW of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn8d&format=quakeml,2023-02-11 04:47:04.418000+00:00,37.8165,36.5708,10.0,4.3,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn8z&format=quakeml,2023-02-11 06:06:23.849000+00:00,37.9256,38.192,10.0,4.0,mb,"11 km SSW of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn97&format=quakeml,2023-02-11 06:28:13.163000+00:00,38.0647,36.5778,8.106,4.6,mb,"8 km NE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn9a&format=quakeml,2023-02-11 07:55:41.897000+00:00,37.0598,36.95,4.748,4.6,mwr,"19 km N of Musabeyli, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jn9p&format=quakeml,2023-02-11 09:03:36.465000+00:00,38.0281,38.1329,4.448,4.3,mb,"9 km W of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnai&format=quakeml,2023-02-11 11:05:17.347000+00:00,38.1233,36.6274,13.853,4.3,mb,"16 km NE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnam&format=quakeml,2023-02-11 11:51:41.073000+00:00,36.4869,36.3096,5.36,4.4,mb,"4 km WSW of K?r?khan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpp7&format=quakeml,2023-02-11 11:59:53.865000+00:00,37.8492,36.67,8.739,4.2,mb,"24 km SE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnaq&format=quakeml,2023-02-11 12:54:58.944000+00:00,38.0902,36.6163,8.66,4.1,mb,"12 km NE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnay&format=quakeml,2023-02-11 14:38:03.890000+00:00,37.9428,36.5034,10.0,4.4,mb,"8 km S of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnbd&format=quakeml,2023-02-11 17:20:01.540000+00:00,36.268,36.171,10.0,4.3,mb,"1 km ENE of Kuzeytepe, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnbi&format=quakeml,2023-02-11 17:50:16.285000+00:00,38.1325,38.732,2.958,4.3,mb,"14 km NE of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnc0&format=quakeml,2023-02-11 20:39:04.780000+00:00,37.7557,37.8675,11.351,4.3,mb,"6 km SW of Tut, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jncp&format=quakeml,2023-02-11 22:29:15.692000+00:00,36.6384,36.5737,10.0,4.3,mb,Turkey-Syria border region
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jncu&format=quakeml,2023-02-11 23:30:56.494000+00:00,38.0249,36.4218,10.0,4.1,mb,"6 km W of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jndu&format=quakeml,2023-02-12 04:29:14.767000+00:00,37.796,38.2326,10.0,4.3,mb,"5 km NW of Ad?yaman, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jndy&format=quakeml,2023-02-12 04:46:30.728000+00:00,36.5324,36.4568,10.0,4.3,mb,"9 km ENE of K?r?khan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jndz&format=quakeml,2023-02-12 04:52:59.139000+00:00,37.9055,37.4792,10.0,4.1,mb,"7 km SSE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnei&format=quakeml,2023-02-12 06:15:23.782000+00:00,38.1156,38.5843,8.654,4.0,mb,"9 km NNW of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jqbp&format=quakeml,2023-02-12 08:14:10.398000+00:00,38.0797,37.3193,7.67,4.4,mb,"11 km E of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnf4&format=quakeml,2023-02-12 09:32:23.493000+00:00,36.1158,36.3017,10.0,4.2,mb,"4 km E of Alt?nözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnf7&format=quakeml,2023-02-12 10:00:25.592000+00:00,38.1339,38.2786,16.771,4.1,mb,"12 km NNE of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnfg&format=quakeml,2023-02-12 12:25:22.576000+00:00,36.7991,36.7677,4.27,4.2,mb,"16 km SW of Musabeyli, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnfq&format=quakeml,2023-02-12 13:29:14.610000+00:00,37.9553,38.2894,10.0,4.3,mwr,"9 km SSE of Çelikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jng3&format=quakeml,2023-02-12 14:30:03.956000+00:00,37.8149,36.7003,10.0,4.4,mb,"29 km SE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jngk&format=quakeml,2023-02-12 16:29:49.826000+00:00,38.824,38.031,10.0,5.0,mww,"8 km E of Hekimhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jngq&format=quakeml,2023-02-12 17:28:17.826000+00:00,38.083,36.6197,10.0,4.1,mb,"12 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnh1&format=quakeml,2023-02-12 18:33:14.268000+00:00,37.3429,36.9989,9.339,4.7,mwr,"27 km SSE of Kahramanmara?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnh5&format=quakeml,2023-02-12 19:02:29.312000+00:00,37.2623,37.0849,10.0,4.3,mb,"31 km SW of Pazarc?k, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jqc3&format=quakeml,2023-02-12 21:21:34.902000+00:00,36.5999,36.8854,10.0,4.4,mb,"9 km N of ‘Afr?n, Syria"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jqc9&format=quakeml,2023-02-12 22:02:06.488000+00:00,36.0389,35.8488,10.0,4.0,mb,"20 km SW of Uzunba?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jni7&format=quakeml,2023-02-12 22:52:59.819000+00:00,38.0251,36.6342,10.0,4.3,mwr,"12 km E of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnks&format=quakeml,2023-02-13 11:59:17.459000+00:00,36.8844,36.6204,11.34,4.5,mwr,"12 km NNE of A?a?? Karafak?l?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnl4&format=quakeml,2023-02-13 14:28:17.684000+00:00,38.0402,38.589,13.42,4.3,mb,"2 km WNW of Sincik, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnlc&format=quakeml,2023-02-13 15:15:05.178000+00:00,37.8703,36.2865,10.0,4.2,mb,"21 km SE of Saimbeyli, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnmc&format=quakeml,2023-02-13 19:20:27.970000+00:00,38.0051,36.42,7.437,4.6,mwr,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jqtp&format=quakeml,2023-02-14 01:56:32.424000+00:00,36.781,36.1142,10.0,4.2,mb,"12 km WSW of Dörtyol, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnqt&format=quakeml,2023-02-14 11:54:11.925000+00:00,36.0172,36.1295,10.0,4.4,mb,"6 km NNW of K??lak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnqy&format=quakeml,2023-02-14 13:13:07.027000+00:00,37.8316,37.9533,12.979,4.0,mb,"5 km NE of Tut, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnxk&format=quakeml,2023-02-14 15:50:37.803000+00:00,38.0849,37.166,0.343,4.4,mb,"3 km NW of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jnzr&format=quakeml,2023-02-14 23:14:01.248000+00:00,38.5302,37.4908,5.0,4.5,mwr,"2 km SW of Darende, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp0a&format=quakeml,2023-02-15 00:06:02.819000+00:00,36.7937,36.5503,10.0,4.2,mb,Turkey-Syria border region
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp1e&format=quakeml,2023-02-15 06:25:30.679000+00:00,38.0945,36.7069,10.0,4.3,mb,Central Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp25&format=quakeml,2023-02-15 07:36:29.833000+00:00,38.0187,36.4651,5.224,4.4,mwr,"2 km W of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp8t&format=quakeml,2023-02-15 22:25:57.731000+00:00,38.0487,36.6395,6.273,4.2,mb,"12 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jp9e&format=quakeml,2023-02-15 23:43:38.793000+00:00,37.3595,36.8701,13.697,3.9,mb,"24 km NNE of Nurda??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpaw&format=quakeml,2023-02-16 05:18:56.895000+00:00,38.0817,38.5211,15.653,4.3,mb,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpd5&format=quakeml,2023-02-16 11:16:23.677000+00:00,35.9743,35.8103,10.0,4.8,mww,"24 km WNW of Yaylada??, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpdx&format=quakeml,2023-02-16 14:45:42.473000+00:00,38.1997,37.8377,10.0,4.6,mwr,"12 km NNW of Do?an?ehir, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpee&format=quakeml,2023-02-16 16:38:32.250000+00:00,37.9197,37.5097,10.0,4.1,mb,"7 km SE of Nurhak, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpff&format=quakeml,2023-02-16 19:47:49.683000+00:00,36.1766,35.7967,10.0,5.2,mww,"21 km W of Uzunba?, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpha&format=quakeml,2023-02-16 23:53:24.376000+00:00,37.8609,37.9524,10.0,4.1,mb,"7 km NNE of Tut, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpnr&format=quakeml,2023-02-17 14:58:56.344000+00:00,37.9375,36.3279,6.44,4.4,mwr,"17 km WSW of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpr3&format=quakeml,2023-02-17 19:10:38.916000+00:00,38.0804,38.1774,15.797,3.9,mwr,"8 km NW of ?elikhan, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpun&format=quakeml,2023-02-18 05:26:04.931000+00:00,38.073,37.1651,5.16,4.0,mwr,"2 km NW of Ekinözü, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpxx&format=quakeml,2023-02-18 16:14:41.445000+00:00,37.9217,38.1144,9.326,4.0,mb,eastern Turkey
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jpyq&format=quakeml,2023-02-18 19:31:31.742000+00:00,38.0696,36.5991,12.158,5.0,mww,"10 km ENE of Göksun, Turkey"
quakeml:earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000jq0m&format=quakeml,2023-02-19 00:56:11.610000+00:00,38.0406,36.2306,6.431,4.3,mwr,"13 km ENE of Saimbeyli, Turkey"
